PC1,PC2
0.5111875203459464,0.9299970378176711
0.782988481251883,0.6581960769117375
0.5111875203459464,0.9299970378176711
0.8259044224475572,0.6152801357160639
0.6023838953867541,0.8388006627768645
0.8634558709937722,0.5777286871698494
-1.21833312800903,-0.8174052527021897
0.6023838953867541,0.8388006627768645
-1.1968751574111927,-0.8388632233000266
-0.45639224627951125,0.15911533500570904
0.766712077797204,-1.063988989070992
0.8741848562926908,0.566999701870931
0.8723966920762044,0.5687878660874173
-1.1664763657309234,-0.8692620149802954
-0.8660647773612039,-1.1696736033500115
0.8831256773751229,0.5580588807884989
0.5022466992635142,0.9389378589001032
-1.2755543829365954,-0.7601839977746248
-0.8607002847117446,-1.1750380959994706
-0.5189779938565362,0.22170108258273322
-0.413476305083837,0.11619939381003531
-1.189722500545247,-0.8460158801659722
0.736496211623236,0.7046883465403841
0.5165520129954057,0.9246325451682119
0.8437860646124216,0.5973984935511998
2.306504393698318,-0.8653198355346792
0.7937174665508017,0.6474670916128191
0.44860177276892144,0.9925827853946952
0.8598795425607993,0.5813050156028221
-1.1217722603187628,-0.9139661203924556
-1.2201212922255162,-0.8156170884857034
-1.21833312800903,-0.8174052527021897
-0.510037172774104,0.21276026150030117
0.8223280940145844,0.6188564641490366
0.47005974336675854,0.9711248147968584
0.40926216000622007,1.0319223981573962
-0.49573185904221256,0.19845494776840997
-0.5046726801246447,0.20739576885084196
0.6882157777781025,0.7529687803855171
0.867032199426745,0.5741523587368765
-0.41884079773329624,0.12156388645949452
-0.44029876833113335,0.14302185705733142
0.5719851037064848,0.8691994544571333
0.5290691625108106,0.9121153956528071
-0.5010963516916719,0.20381944041786917
-0.4706975600114026,0.1734206487376003
1.6627652757632045,-0.2215807175995735
0.8187517655816116,0.6224327925820095
-1.3792679074928083,-0.6564704732184133
-0.21856640548681658,-0.0787105057869828
1.5340174521761818,-0.09283289401255233
-0.5189779938565362,0.22170108258273322
0.5397981478097291,0.9013864103538886
0.5719851037064848,0.8691994544571333
-0.43493427568167414,0.1376573644078722
0.14979542310938718,-0.44707233438318217
-0.4885792021762669,0.19130229090246434
0.40926216000622007,1.0319223981573962
0.7972937949837745,0.6438907631798463
0.08899783974884867,-0.3862747510226444
1.0279669789105235,0.41321757925310015
-1.1736290225968693,-0.8621093581143499
0.5809259247889169,0.8602586333747013
-0.3151272731770836,0.017850361903283048
-0.8463949709798533,-1.189343409731362
-0.11145947800393213,-1.9242789027072744
0.8384215719629623,0.602762986200659
-0.5171898296400498,0.21991291836624685
-0.2596941824660044,-0.0375827288077955
-1.277342547153082,-0.7583958335581383
-1.1199840961022764,-0.9157542846089419
-0.3492853187966269,-1.6864530619145823
-0.45818041049599767,0.16090349922219546
0.1605244084083057,-0.45780131968210064
-0.45460408206302483,0.15732717078922268
-0.34910239329032566,0.05182548201652474
0.8777611847256637,0.5634233734379581
0.3913805178413558,1.0498040403222602
-0.49394369482572614,0.19666678355192355
-1.2380029343903804,-0.7977354463208393
-0.5010963516916719,0.20381944041786917
-0.510037172774104,0.21276026150030117
-0.6067809659706722,-1.4289574147405402
-0.47606205266086193,0.1787851413870595
0.3913805178413558,1.0498040403222602
-1.2058159784936249,-0.8299224022175945
1.1978425794767338,0.24334197868689175
-1.3792679074928083,-0.6564704732184133
0.4450254443359486,0.9961591138276681
1.2514875059713266,0.18969705219229951
-0.5189779938565362,0.22170108258273322
-0.8732174342271497,-1.1625209464840658
-0.841030478330394,-1.1947079023808211
-1.2755543829365954,-0.7601839977746248
2.0525850749572454,-0.6114005167936098
3.2417142789207185,-1.800529720757069
0.3717107114600051,1.0694738467036107
0.3913805178413558,1.0498040403222602
-1.2558845765552447,-0.7798538041559753
1.2566690731144847,-1.553945984388267
-0.9858717798657944,-1.0498666008454223
-1.0681273338241701,-0.9676110468870477
0.555891625758107,0.885292932405511
0.42177930952162507,1.0194052486419913
-0.49394369482572614,0.19666678355192355
0.7132500768089125,0.7279344813547074
0.3824396967589237,1.0587448614046924
-0.8875227479590411,-1.1482156327521746
-0.49394369482572614,0.19666678355192355
-0.7659275812379641,-1.2698107994732502
0.6023838953867541,0.8388006627768645
-1.0413048705768737,-0.9944335101343438
-1.1700526941638962,-0.8656856865473226
-0.1863794495900609,-0.11089746168373808
-0.4617567389289705,0.16447982765516825
-0.4528159178465384,0.15553900657273625
-1.239791098606867,-0.7959472821043528
-0.8624884489282311,-1.1732499317829843
-1.1164077676693036,-0.9193306130419148
-1.2648253976376769,-0.7709129830735432
-1.2648253976376769,-0.7709129830735432
-0.8624884489282311,-1.1732499317829843
0.867032199426745,0.5741523587368765
-0.5171898296400498,0.21991291836624685
0.736496211623236,0.7046883465403841
-1.1879343363287607,-0.8478040443824586
2.306504393698318,-0.8653198355346792
-0.7355287895576949,-1.300209591153519
-0.42241712616626914,0.12514021489246738
-0.4885792021762669,0.19130229090246434
-0.44029876833113335,0.14302185705733142
-0.5189779938565362,0.22170108258273322
1.1227396823843039,0.3184448757793207
0.8348452435299895,0.6063393146336319
-1.311317667266324,-0.7244207134448967
0.5809259247889169,0.8602586333747013
-0.8714292700106633,-1.1643091107005523
1.240758520672408,0.20042603749121804
0.5111875203459464,0.9299970378176711
-0.6514850713828328,-1.38425330932838
0.5219165056448649,0.9192680525187527
-0.4832147095268076,0.18593779825300513
0.698944763077021,0.7422397950865987
1.3355312241461887,0.1056533340174385
-0.5136135012070769,0.21633658993327406
-1.1557473804320049,-0.8799910002792138
0.761530510654046,0.6796540475095745
-0.4921555306092397,0.19487861933543713
-0.5171898296400498,0.21991291836624685
-1.1557473804320049,-0.8799910002792138
-0.46533306736194335,0.1680561560881411
1.0673065916732247,0.3738779664903993
0.5880785816548627,0.8531059765087556
-0.4814265453103212,0.1841496340365187
-0.39577758842527394,-1.6399607922859358
-0.4367224398981605,0.13944552862435858
0.5952312385208084,0.8459533196428101
0.639935343932969,0.80124921423065
-0.8803700910930954,-1.15536828961812
0.8384215719629623,0.602762986200659
-1.0770681549066021,-0.9586702258046157
-1.1396539024836272,-0.8960844782275915
-0.5064608443411311,0.20918393306732838
